bintang,ulasan,nilai
3,"Lumayan bagus dan cukup mengibur untuk mengisi waktu selama sedang dilakukan lock down tapi masih ada beberapa kekurangan yg perlu sedikit diperbaiki seperti jalur tol yg selalu sama trek nya mau kedaerah manapun selalu lewat tolnya disitu lagi dan exit tolnya pun tidak berbeda dan selama di jalan tol tidak ada rambu-rambu jalan, tolong ditambahkan rambu-rambu jalan agar seperti asli, mana katanya sistem transmisi nya manual.. udah di update ko tetep aja transmisi nya matic👍👎",NEGATIF
4,"Overall semua bagus Hanya saja butuh beberapa tambahan yang segar Tambahkan efek bunyi spok spok saat akan melakukan pengereman atau saat melepas pedal gas(mgkn bisa ditambahkan tombol untuk efek tersebut) Tambahkan jg fitur edit tombol agar pengguna lebih mudah dalam mengatur posisi tombol sesuai kebiasaan pengguna(agar lebih nyaman) Tambahkan jg rel kereta api yang sejajar yang dengan jalan raya seperti di pantura, contohnya agar kereta api bisa berjalan berjajar dengan bus pengguna agar kesan pemandangaannya seperti aslinya di indonesia, bisa juga ditambahkan jalan yang menyebrang rel kereta dan diberi palang pintu kereta api Tambahkan juga bus dengan tipe Double Deck agar lebih terasa indonesia banget Penambahan fitur seperti ganti warna jok, model jok dan efek TV Tambahkan jg fitur musik agar pengguna lebih menikmati perjalanan dengan musik yang bisa ditambahkan dari galeri pengguna Hilangkan loading map agar pengguna lebih nyaman saat berkendara, mgkn bisa dengan penggabungan map antar kota yang sudah diseting sebelumnya, agar kesannya semua jalanan kota sudah dilalui pengguna Mgkn bisa ditambahkan jg tampilan kendaraan lain seperti motor untuk jalur didalam dan luar kota Dan tambahkan juga kendaraan sprt angkot/bajaj/becak untuk didalam kota agar kesannya kota tersebut lebih hidup akan transportasi umum (tambahan halte bus terasa akan lebih apik) Mgkn bisa ditambahkan juga beberapa aktifitas warga sekitar jalan raya seperti pasar atau melakukan aktifitas sehari-hari Namun ada bug yang saya temui untuk bus dengan tipe Arjuna XHD Saat akan memasang livery yang sudah di donwload dr aplikasi sebelah, aplikasi selalu force close dan itu selalu terjadi saat akan menerapkan/memasang livery untuk tipe Arjuna XHD Mohon kepada pengembang agar segera melakukan pembaruan dan mgkn usul tambahan bisa dipertimbangkan agar lebih epic Terima kasih",POSITIF
4,"Dari Segi Gameplay, grafik, suara, dan visual memang sudah bagus tapi tolong di tingkatkan lagi gamenya untuk gadget² yang di bawah standar agar tidak memicu lag dan tolong mapnya di perluas lagi. Sekian dari saya terima kasih",POSITIF
2,"Game nya baguuss.. Tapiiii.. 1.Terlalu banyak iklan di loading dan pada saat mabar atau narik sehingga sering kali membuat ngelag.. 2.Maps sumatera terlalu banyak bangunan padat dan truk yg berhenti sembarangan, alias di pinggir jalan.. 3.Tambahkan lagi pilihan bus nya.. semoga kedepannya bisa diperbaiki ya min.. Terima kasih..",NEGATIF
4,"kendaraan yang ada di sekitar di bikin lebih banyak dan lebih cepat laju nya jadi bisa nyalip , tambah map baru , grafiknya di per cantik , tambah jalur kereta , mods nya bisa narik , desa nya di bikin lebih mantap",POSITIF
5,"Dev kalau bisa tambah fitur difficulty yang bus nya ada durabilitynya, sama ini juga ada Bug kalo kita keluar dari bus terus di tabrak kereta nanti supirnya jadi keluar dari map terus gk bisa balik ke bus lagi sekalipun udh pake tombol teleport. Terimakasih",POSITIF
4,"Perkembangan gamenya sih udah bagus, tp masih banyak kekurangannya. 1. Grafiknya tambahin lagi biar terlihat real, pepohonannya juga dibenarin, keliatannya kayak gepeng 2. Terminalnya dibuat rame dong, masa terminal sepi. Dan untuk penumpang di bisnya masa pas dilihat ilang orangnya, ini mohon diperbaiki 3. Kalo bisa untuk sopir dan penumpang pas berhenti istirahat bisa turun dan makan, atau melakukan kegiatan lain 4. Kalo ada pertambahan bis, aksesoris, atau sopir itu harganya murahan sedikit",POSITIF
3,"Untuk grafik mantap dan peta juga udah oke Tapi tolong tambahkan map kota lainnya... biar seru diperjalanannya terus emulator tombol klakson, sen sama lampu itu dibagian kanan soalnya pas nyetir susah jadi kaku pencetnya..apalagi pas mau nyiap kendaraan. Terus grafik mengemudi dibagian dalam mhon diperbaiki masih gak stabil sama pandangan ke jalan, jadi gak nyaman drivenya..teus tambahin fitur pengaturan jarak pandang depan ke belakang saat menyetir dan jarak pandang atas ke bawah Terima kasih😊",NEGATIF
4,"Sudah bagus dari grafik dll nya. Tolong tambahin jalanan sesuai aslinya ya dan suara rem anginnya juga sesuai aslinya biar mantap. Dan tambahin kota kota tujuannya, biar ga monoton itu itu terus. Ya kalau bisa di update lagi semuanya ya. Tolong updetannya dipercepat. Terimakasih.",POSITIF
3,"Tim maleo tolong di bus yg ada dijalan diperbarui,wiper atas bisa bergerak, perbaikan interior di penumpang, suara klaksonnya di ganti seperti ets 2. Kota yang tidak ada namanya tlong di ganti / dihapus. Loading map dihilangkan biar seru(FULL TRIP). tambahkan running text / strobo warnanya cerah seperti bus pada umumnya. Kamera penumpang di tambahkan, lampu kolong, strobo bagasi di atas kursi penumpang. Penumpangnya kelihatan saat naik pada bis jangan kalo pas naik penumpang hilang begitu pula.",NEGATIF
5,"Untuk pihak maleo game nya saat ini sudah cukup bagus, tapi lebih mantep lagi kalo ada mode AKAP, dan tolong tambahin beberapa aksesoris baru di garasi, seperti lampu kolong, dashboard,suara knalpot bisa kita pilih bukan cuma spok spok. Dan juga tolong tambahin fitur traffic macet dan kita bisa atur sendiri traffic-nya. Terus tolong bisa setting cuaca sama siang-malam saat sedang berada dalam game. Oke itu saja fitur yg saya inginkan thankss.",POSITIF
4,"Saya sangat senang dengan game bussid . Tapi tolong tambahin kendaraan nya, kendaraan yang menyalip masa cuma pemain yang bisa nyalip, motornya jangan di jalan ditengah dikasih ke pinggir dikit , kalo ada kendaraan dari berlawanan arah tolong di pinggirin . Untuk kendaraan tolong tambahin untuk upgrade mesin , untuk main bareng murahin harganya. ini saran saya Untuk game bussid selebihnya udah bagus",POSITIF
4,"1. Masih banyak BUG 2. Durasi hujan jangan terlalu lama apa lagi saat malam hari 3. Saat setelah loading map seharusnya kendaraan diposisikan berhenti jangan tetap jalan karna keseringan tiba² nabrak 4. Saat konvoi atau main bareng bug masih banyak sekali apa lagi saat kendaraan kita dekat dengan kendaraan bus lainnya dan itu kadang membuat aplikasi tiba² berhenti sendiri dan tidak menanggapi, itu saja saran dan masukan untuk team MALEO. Tolong diperbaiki secepatnya.",POSITIF
5,"Game nya bagus,semogg harapan ke depan, akan ada mode toll trans jawa, agar bisa memangkas waktu perjalanan supaya tidak bosan karena terlalu lama di perjalan yang sempit,dan juga ada rest area kusus bus malam nya,dan mode akap penumpang ada di dalam terminal saja,maju terus untuk seluruh team maleo,untuk mengembangkan game asli Indonesia ini, terimakasih.",POSITIF
5,"Game nya mantap min.. saran aja ni min kalau bisah diberikan dan diperlihatkan jarak yang akan ditempuh sampai diterminal, sehingga bermain dan mode narik dan main bareng bisah di tahu sekian kilo meter lagi sampai tujuan.. terimah kasih. game nya error mulu nge lag mulu di main bareng padahal jaringan bagus 4G lagi, perbaiki lagi min.",POSITIF
4,"kalo dari surabaya ke semarang/solo tidak melewati tanjakan gunung, tp lewat jalanan datar menyesuaikan real nya, pasti akan sempurna sekali.. Tolong d update seperti realnya.. dari segi peta dulu saja diperbanyak sperti ke malang, blitar, jember, ngawi, ponorogo, banyuwangi,jogja dll.. Utk bus nya, sudah bagus tdk prlu update, ckup peta nya saja... Terimakasih",POSITIF
3,"Sudah sangat baik, tapi masih perlu perbaikan karna masih ada bug dimode narik saat pickup penumpang diterminal penumpang tidak mau naik, bug map, bug saat loading scene map. Tolong ditambahkan palang pintu perlintasan kereta api, ditambahkan stasiun dan terowongan, taman kota dan stadion, kondektur / kernet, tambahkan rute perjalanan agar kita tau tujuan kita kemana min, dan tolong tambahkan map jabodetabek bandung dan jg mapnya ditambahkan lagi kota kotanya min, semoga cepet diupdate yaaaa",NEGATIF
5,"Mantap jiwa. Saya ada sedikit masukan min. Map nya kadang bug. Kemarin saya main Jakarta-Bakahoeni loading bug dan transforter map ngagetin m, tiba2 masuk ke tikungan. Untuk penumpang coba tambah variasi gerakan animasinya supaya lebih natural. kalo bisa pemumpang nya juga keliatan. 👍",POSITIF
3,Tolong untuk developer maleo aku sudah mengalami bug. Bugnya yaitu supir tertinggal. Aku nemu bug ini pas aku main mode narik. Caranya sopir keluar dan jangan kemana mana terus lompat secepat mungkin tekan masuk kekendaraan. Dan maju akan terjadi bug. Tolong diperbaiki. Sekian terima kasih.,NEGATIF
5,"Grafiknya sudah bagus banget. Saran saya supaya tombol"" kemudinya bisa diatur/custom sendiri posisinya supaya lebih nyaman mode fpp nya dan mapnya supaya bisa diperbesar, selebihnya mungkin detail yg lebih banyak lagi supaya jalannya lebih realistis. Itu aja semoga dapat diupdate lagi",POSITIF
3,"Cukup bagus. Namun saya sebagai user gigi manual +- merasa sedikit kecewa dengan update V3.5. Karena ketika gigi diturunkan kecepatan tidak ikut turun (engine brake) seperti versi sebelumnya, malah seperti netral. Semoga untuk pengaturan gigi dikembalikan seperti dulu lagi",NEGATIF
5,"Gamenya bagus walau grafiknya kurang, saya mengerti itu karena ini game untuk hp pasti punya batasan. Mapnya luas lalu fiturnya juga keren, hanya saja busnya ditambah, memang bisa menggunakan mod tapi mod tidak bisa digunakan untuk mabar. Lalu harga bisnya jangan mahal"" , sedangkan untuk mencari uang tidak gampang",POSITIF
5,"MANTAP. Dari sekian game bus simulator yang pernah aku mainkan, cuma BUS SIMULATOR INDONESIA yang memenuhi kriteria yang aku inginkan. Dari segi grafis yang keren kontrol yang mudah dan beberapa fitur lain ini sangat mantap. Sedikit saran agar kedepannya ketinggian aspal dan tanah dibedakan serta diberi efek klo keluar aspal kecepatan berkurang agar lebih realistis. Selain itu tolong tambahkan efek klo bus nabrak agar diberi efek bus rusak sehingga perlu diperbaiki. Terimakasih.",POSITIF
4,Lebih diperbaiki lagi soal map nya dan kalau bisa tidak perlu menggunakan loading map.... Dan grafiknya diperbaiki... Semoga update untuk kedepannya jauh lebih baik daripada yang sekarang. Terus kepadatan lalu lintasnya dimaksimalkan lagi klo bisa ada kendaraan yang ngeblong juga biar lebih jossss...,POSITIF
4,"Game ini udah bagus. Tapi msh kurang hehe saya ingin beri masukan,tolong untuk jenis2 mobil dijalan ditambah,untuk map trans Jawa kurang real pemandangannya disetiap kota gitu2 aja tidak seperti map Sumatera beda kota beda pemandangan kotanya,untuk akses toll juga msh kurang jalan tollnya pendek bgt wkwkwk tolong ditambah tollnya.",POSITIF
3,"Gamenya sih lumayan bagus,, tapi rutenya kurang sesuai dengan realitanya, haltenya jelek, terminalnya sepi, gak ada jalan kereta, gak ada tilang kalo nerobos lampu merah, kalo tabrakan juga masa busnya gak rusak, gak masuk bengkel. Terus kalo bisa tambahin rumah makan, biar kayak realita. Jalan tolnya update dong sesuai dengan kenyataan. Rutenya ditambah, kalo bisa semua kota besar di indonesia ada. Tambahin juga update levery busnya, biar bisa milih sesuai dengan keinginan pemain.",NEGATIF
4,Fiturnya udah bagus tapi tolong bisa di tambah mode pariwisata dan map besar agar bisa lewat jalan yg berbeda sama tambah kecelakaan setiap saat biar kaya beneran kemacetan sesaat juga dan kalo bisa hapus loading map karena jadi gk nyambung gamenya. THANK YOU BYE👍,POSITIF
5,"Game ini adalah game buatan Indonesia yang paling bagus menurut saya. Dari segi grafik, tekstur, dan NPC yang begitu interaktif terhadap sang pemain. Begitu juga dengan mode ""Main Bareng"" yang dapat mempertemukan pemain-pemain dari luar daerah kita Kekurangannya ialah 1. Ketika kita menyentuh tombol D/R, harus dipencet lebih dari sekali karena tidak responsif apabila disentuh sekali 2. Sistem kerusakan bus yang tidak ada, sehingga kurang menantang Semoga di update berikutnya dapat lebih baik",POSITIF
4,"Tolong dong di update , masi ada yg kurang. tolong ditambahkan rel kereta apinya , diadakan Tilang , diramaikan kendaraan seperti kaya asli nya, dan kotanya tolong lebih di ramaikan . Tolong dibuat disaat lagi bayar Tool menggunakan kartu E Tol seperti kaya aslinya . Diadakan banjir , dll . tolong di update secepatnya . graphic nya dibuat lebih HD lagi supaya mantap 🙂 tolong di dengar .",POSITIF
5,"Good game, saran saya part"" modifikasi nya di tambah lagi seperti lampu depan, lampu belakang, dll, dan timbahkan fitur lainnya seperti bagasi samping kanan, kiri bisa di buka, mesin belakang bisa di buka, pintu supir bisa di buka, dll. Untuk kota/daerah lebih di perbanyak lagi agar player"" bussid tidak bosan untuk memainkan nya, serta klau bisa mode narik untuk di main bareng segera di adakan agar player"" bussid bisa bermain lebih asik bersama teman""sertadimodemainbarengtetepadakendaraanlan",POSITIF
5,"Untuk tim maleo semangat terus saya sangat suka game bussid tapi di updetan selanjutnya versi 3.4.2.Tolong map jawa di ubah,mod bisa di modif di garasi,bus ori jb 2+ shd nya di detailin,tambah lampu interior,ada mode parwis,lalu lintas di percepat,dan ada tol trans jawanya. kemudian bug supir saat turun dari bus mesin gak nyala/gak ada suara mesinya. Trim itu saja 👍👍👍",POSITIF
4,"Kurang 1 bintang karna tiap main mode online, terlalu banyak iklan jadi baru main udah nunggu lama, terkadang karna banyaknya iklan jadi error gamenya keluar"" sendiri. Pas masuk lagi udah ngulang dari awal.",POSITIF
5,Seru banget bisa Mabar nd ngeblong layaknya supir bus beneran. Suka banget. Cuma masukan sedikit: penumpang nya ditaro di setiap terminal aja min. Jadi turun naik di terminal. Biar ga ganggu kalau lagi ngeblong tiba2 ngerem mendadak karena ada penumpang. Sama jalur alternatif nya tambahin min. Thx :),POSITIF
2,"Game nya udah bagus dari maleo, cuma akan lebih baik lagi jika di tambah penumpang di dalam bus nya, grafis lumayan, tapi masih keliatan smooth dari pepohonan, dan juga tambahin lagi dong, efek jika mobil mengenai tanah kelihatan ngebul nya, hehe.... Terus bisa istirahat, ada lagi kalo bisa di kasih mood penumpangnya, biar keliatan real banget, mohon di baca ya🙏🙏🙏",NEGATIF
3,Bagus tapi kurang nyaman. Bentar2 update map. Klu buat live gak etis. Apalagi gak ada vitur premiumnya supaya iklan gak muncul lg. Masak enak2 main tiba2 muncul milu iklan. Iklan di munculim di bagian bawah kecil saja kan bisa. Malah bisa lebih nyaman waktu bermain game ini.,NEGATIF
5,"Next update, tolong di kasih exhaust brake, rem di pakemkan lagi, tol yang di map jawa diperbarui seperti di sumatera, dan di mode main bareng bisa berbicara sama player lainnya. Seluruhnya sudah mantap, mungkin itu masukan saya semoga membantu.",POSITIF
4,"secara keseluruhan memang masih banyak yang perlu diperbaiki. tapi yang paling penting menurut saya adalah peta Nya tolong dong update petanya biar bisa di lihat jarak antar kotanya & bisa dilihat posisi teman-teman di peta saat mode main bareng. mode malamnya kalau bisa biar gelap gulita aja, supaya kelihatan real. soalnya pada saat saya main, gamenya ngebug & mode malamnya emang gelap gulita pada saat lampu nya di matikan",POSITIF
5,"Gamenya mantap, grafik ok, cuma peta tujuannya tolong di tambah lagi biar lebih mantap dan banyak yang main. Dan satu lagi, jika di pasang mod truk mau main bareng tak bisa ya tolong di perbaharui lagi developer Terimakasih game ini cocok untuk para supir/driver....",POSITIF
2,"Kendaraan lain tidak cepat, gak pernah nyalip - bug penumpang yang terlalu lama saat naik - tidak ada sistem transimisi manual/auto - masih banyak bug bug - jalan dan kendaraan lain terlalu tenang,bisa diadakan kecelakaan atau macet gitu kan jadi seru, dan yang paling parah kebanyakan iklan sampai mbludag!!! GOBLOK !!! Iklan mulu tolol maleo...mau nyari untung atau gimana bangsat.......tolong perbaiki kendala diatas....itu saja dan saran saya semoga bermanfaat untuk pihak maleo,iklan kurangi Lol",NEGATIF
4,"Kalau bisa bus nya di tambah lagi, Grafik nya kurang lengkap kalau bisa di tambahkan pengendara motor,org berjalan/berjualan di pinggir jalan,ada jalur kereta api,ada jurusan ke stasiun+bandara nya juga di kasih pesawat juga lewat di atasnya Dan Lebih 3D Lagi gambarnya. Biar game nya makin asyikkk....",POSITIF
5,"Gamenya bagus, sangat mudah dimainkan dan bikin ketagihan, sudah sangat mirip dengan UKTS/ETS2 dan sedikit pendapat, mungkin suara mesinnya dalam kabin sedikit dikurangi kebisingannya, ditambahi lampu kota, mungkin lebih banyak bus seperti Sc*rpion King, Atau model lainnya dan mungkin tambah pulau Bali atau mode pariwisata, (kita ngantar penumpang ke suatu tujuan dan setelah selesai kembali memulangkan penumpang tsb ke tempat asal) tapi jujur saya kagum dengan Developernya sudah bisa sejauh ini",POSITIF
3,"Tolong developer perbaiki bugnya, jika habis menonton iklan kadang suka ada bug dimana bis nya jadi warna hitam semua dan yang lebih parah semua kota berwarna hitam. Untuk keseluruhan sih sudah bagus tapi saya harap untuk bug nya cepat di perbaiki",NEGATIF
3,"Saya harap games ini di lebih baguskan seperti saat ingin ke perdesaan kita tidak di perlihatkan jalan menuju desa kita hanya seperti di pindah kan saja tidak melihat jalan nya,di pombemsin kenapa hanya kita yg isi bensin,sama ga ada kereta.Lalu grafik nya di per bagus seperti : penumpang ,supir,jalannya,pohon,rumah,gedung,lalulintas,cuaca,kendaraannya,dan terminal bus nya diperbanyak. Sekian dari saya tolong diperbaiki supaya sesuai dengan nilai kuota yg di perlukan untuk mendownload.",NEGATIF
4,Saya sudah mendownload versi terbaru kalau menurut saya cukup bagus tapi ketika saya mencoba map baru kenapa aga ngelag ya ? Terus effek air pas hujan tidak terlihat jelas dan kalau bisa untuk kedepannya di buat macet lalu lintasnya.. Selebihnya udh bagus ko makasih admin....,POSITIF
5,"Untuk veri 3.6 ini sudah poll abiss,, hanya saja ada kekurangam pada bug bagian lampu traffic ketika hendak menglakson kendaraan lain.. selebihnya aman.. Next semoga ada map baru lagi seperti Bali.. biar berasa roadtripnya 👍👍🔥 (Ralat) Setelah saya mengunduh aplikasi ini kembali tidak terjadi bug lampu pada bagian traffic car.. hanya saja lampu pada bagian kendaraan saya menjadi lebih terang..",POSITIF
4,"Kenapa ya. Selalu ngebug,berhenti sendiri atau tidak bisa disentuh apa-apa saat sudah menyentuh ke zona parkir diterminal. Otomatis harus ngulang lagi dari awal lagi dan nunggu notif lanjut ke terminal lainnya lama banget kadang berhenti gamenya .. cepat diperbaiki",POSITIF
5,"Sudah bagus 😎 tapi tolong di perbaiki grafik nya, bisa saling menyalip dengan kendaraan lain, ada halte, kereta api, tambahin kota seperti kota Yogyakarta, malang, bali,Bojonegoro, lamongan, dan juga setiap kota tambahin objek wisata masing-masing seperti yogyakarta:candi Borobudur/Prambanan Lamongan:wbl Bojonegoro: alun² Kalau bali :pantai Tolong bisa di kasih mod peta, Mod bisa dibuat mabar, Tol nya lewat ngawi, solo,pkoknya ditambahin tol Trans jawa, bis bis nya lebih menarik ada strobo",POSITIF
5,"Game simulator terbaik di android😍 Tambahin lagi rute pegungungan yg ada di indonesia,jalanan yg lebih menantang belokan tajam dan tanjakan yg curam,kendaraan lain bisa nyalip,tempat parkir lebih ramai kendaraan,tambah perlintasan kereta api,bisa masuk desa"" yg sempit,dan tambah lagi objek wisata yg ada di indonesia..",POSITIF
4,Untuk pergantian loading maps pada saat multyplayer (main bareng) yg v2.9 (update terbaru) kok selalu tiba-tiba pada keluar jalur yah? Dan ada jga yg terbang kelangit. Masukan : mohon untuk diperbaiki lagii sistemnya agar kedepannya para pemain tidak merasa kecewa trimakasih,POSITIF
5,"Gamenya bagus banget, tapi ada yang kurang yaitu: 1. Kendaraannya gak cepat dan gak bisa nyalip 2. Tolong agar mod kendaraan lain bisa buat pakai multiplayer 3. Dan yang terakhir, tolong agar tambahin bangunan yang lebih banyak dan bisa dimasukin, terus juga tambahin trotoar, dan orang orang yang lagi jalan kaki, tambahin macet juga sekalian. Terima kasih🙏🙏",POSITIF
3,"Saya sangat support ini game. Sekedar saran aja, mungkin kualitas grafiknya bisa lebih ditingkatkan lagi untuk experience yang lebih. Terutama interior sama eksterior bus dan tekstur aspal bisa d tambah biar sedikit lebih real aja. Mungkin bisa ambil refrensi dari game sebelah c*r dr¡ft X",NEGATIF
5,Updatenya udah bagus tp tolong remnya di bikin pakem. Versi sebelumnya rem bus pakem semua tp setelah di update rem tidak pakem. Kalau kecepatan tinggi sering tabrak belakang. Kalo narik kecepatan tinggi ada penumpang sering kelewatan krna rem kurang pakem. Mohon di perbaiki. Sukses buat maleo,POSITIF
2,"Game nya keren, grafiknya keren juga, maaf saya kasih bintang dua karena saya terganggu banyak iklan ketika mau masuk game, pindah jalur ketika saya klik silang nya malah masuk browser terus. Kalau bisa di perhatikan untuk posisi iklan biar tidak mengganggu pemain.",NEGATIF
5,"Saya suka dengan game BUSID ini.. Tpi kalau boleh saran tolong di Update lagi kayak buat grafiknya jadi real kayak asli. Ada orang dipinggir jalan. Jalan berdebu jalan macet, banjir tolong tinggikan lagi grafiknya. Walau besar MB nya kalau fiturnya seru pasti banyak yang suka. Tolong di perbaiki lagi. Makasih",POSITIF
3,"Untuk developer tolong saya cuma ngasih saran 1. Map tolong ditambah lagi biar player gak merasa bosan 2. Trus untuk mode mabar tolong diperbaiki,masak sinyal bagus sering kali mengalami sambungan tersputus. Itu yang sangat disayangkan. 3. Tolong kalo bisa tambahi lah armada seperti dump truk,truk ekspedisi,dan pick up. Sekian saran dari saya semoga kedepanya bussid lebih maju. Terima kasih",NEGATIF
5,Dari semua game BS inilah yg terbaik menurutku.. Lebih detail grafiknya dan gak ribet Hanya saja kalau terlalu lama kadang suka macet.. Itu saja..akan lebih banyak penggemar jika rutenya ditambah Bos.. Jawa Bali misalnya.. Atau seluruh Indonesia🇮🇩.. Terimakasih,POSITIF
5,"Game udah mantap, tapi masih ada beberapa bug yang perlu di perbaiki seperti Garasi putih, Kalo pake mod matiin mesin kendaraan masih kedengeran mesinnya, sistem blur di mode foto ga berfungsi malah hitam, Nah tolong di perbaiki untuk update selanjutnya 🙏 SALAM BUSSID MANIA!!",POSITIF
5,"Cukup puas dengan pembaharuan sekarang. Untuk pembaharuan k depan masukannnya. penumpang yang sudah masuk bis bisa terlihat di dalam bis. Rute kota jalan di tambah terus, Karakter penumpang bisa d perbanyak, fungsi supir bisa keluar dalam bis harus di perbaharui lagi, accesoris bis bisa di perbanyak, fungsi rest area bisa lebih di fungsikan (penumpang bisa turun untuk istirahat atau makan)",POSITIF
5,"gamenya sangat bagus sekali saya suka tapi kalo bisa di tambahin lagi saya tahu itu pasti membutuhkan biaya yang banyak tapi kalo bener bener tidak masalah tolong di tambahin lagi seperti setinjau lauik,rumah makan,ada perlintasan keretanya,ada tv,kejar setoran/blog,ada banjir,ada tilang,ada jalanan rusak,mobil bisa rusak,ada sawah,penambahan map,kota tambah ramai,ada kecelakaan dan kalo bisa grafiknya 4D SAYA MOHON SECEPATNYA DI UPDITE IYA",POSITIF
4,"Saya harap update terbaru ditambahkan fitur map pulau Jawa yang lengkap, tarifnya bus bisa diatur oleh pemilik, diadakan fitur baru digame agar tidak bosan saat mode ngelayap,udah itu aja, klo masalah bug mungkin sudah agak kurang,map lintas sumatera sudah bagus tinggal map Jawa yang masih kurang/kurang identik dengan pulau Jawa. Terima kasih, semoga tersampaikan.🙏",POSITIF
4,"Game ini sangat bagus sekali,tapi menurut saya ada yang kurang jadi kalo bisa tambahan bus nya lagi,dan tambahkan aksesorisnya lagi di dalam busnya seperti lampu aksesoris di dalamnya,trus kalo bisa penumpang di dalamnya di perlihatkan di saat narik penumpang,trus sama mapnya tolong di perbanyak yaa minn,trimakasih min...",POSITIF
5,"Masukan untuk maleo, untuk trafic di bagusin lagi dong karena mobil mobil yg ada di game jalannya terlalu lambat dan tidak seperti nyata, kalo bisa sh dibuat lebih detail lagi (smart traffic) jadi bisa ngeblong dan balap balapan biar maen gamenya gak gampang bosen, sama jalannya di buat seperti kita sedang melakukan perjalanan yg nyata, itu aja sh masukan dari saya Selebihnya mantul 👍",POSITIF
5,"Kalau bisa tambah sistem tilang untuk bis yg ugal²an..tambah maps & jalur juga. Tambah icon yg iconik di kota²..tambah npc,pengendara lain, mobil², pergantian cuaca jangan terlalu cepat. Untuk selebihnya ok.semangat terus untuk developer untuk mengembangkan gamenya👍👍",POSITIF
5,"Sy sangat tertarik dengan game ini, hampir setiap hari sy main, Tapi sy ada sedikit masukan, tolong dong iklan dalam gamenya terlalu banyak, apalagi yang durasi iklannya 30 detik, lumayan menyita waktu dan agak mengganggu kenyamanan bermain, Tapi semuanya udh bagus kok, mungkin tinggal di tambahin map buat kota lain😁",POSITIF
4,"Maaf dikurangi satu bintang nya, tolong dong iklan di kurangi. Agak risih main setiap ganti peta ada jeda iklan & kalo mau keluar dari game juga ada iklannya, mana lagi iklannya kadang suka gak jalan & gak bisa di skip. iklan cukup di bonus, bayar tol, & isi BBM aja. Biar nyaman main game nya. Selain nya ok banget ini game. Semoga didengar oleh pembuat game nya 🙏🏻",POSITIF
4,"Semuanya Cukup bagus.. Tp maaf aku kasih bintang 4 Karna masih ada yg kurang.. Dalam game Online lebih baik adakan sistem add teman berikut profil nya, biar bisa kita kepoin tentang kendaraan dia/prestasi dia 😁 dan sistem lobby saat bersama teman.. biar gampang saat mau main bersama teman. Contoh seperti game Online PUBG dan mobile legend. Yg bisa add teman, jadi kapan pun kita bisa undang teman untuk main bersama.. Tanpa adanya buat room seperti sekarang ini ribet kalo mau main sama teman.",POSITIF
5,"Gamenya sudah bagus, tapi tolong dong di upgrade lagi banyakin kendaraan di jalan, terus kalo bisa dapat uangnya tergantung dari banyaknya penumpang, kalo bisa seperti bis beneran rebutan penumpang di jalan gitu, tolong ya di upgrade, ramaikan lagi kendaraan di jalan dan tolong bis yang lain di percepat jalannya biar kita bisa saling kejar",POSITIF
4,"Mohon di tinjau bang, update selanjutnya .Perbaikam bug,sklian server krna keseringan disconnenct otomatis saat mabar, padahal jaringan lancar .Buat update versi baru terserah developer, intinya yang di atas benahi .Tombol anim air sus buat ori .penambahan map request jalur fuul pegunungan. .update tambahn variasi mobil, .Request bisa gonta-ganti tipe engine ,dan powernya bisa d tingkatkan contoh rpm,torsi,sma konsumsi bahan bakarnya dan juga model bodinya bisa di ganti",POSITIF
5,"hasil mod nya sendiri sudah bagus, yang perbaikan kedepan nya graphic yang mod truck dan semuanya termasuk angkot dan pickup tolong perbaiki di graphic spion nya, sama suara rem tolong bedain masing masing sama klakson nya.. khusus angkot, buka pintu kalau bisa ada pisah yang khusus depan atau belakang dan suara si angkot nya bedakan juga harus lebih halus, sama kalau bisa di bikin stabil. jangan terlalu licin kalau belok. kedepan nya di tambah lagi kalau bisa ada elf lebih bagus. sukses selalu",POSITIF
5,"Game udh bagus 👍, tapi saya minta untuk ditambahkan pejalan kaki agar lebih ramai, + bisa keluar masuk rumah/mall, + ditambahkan modifikasi, + bisa modifikasi mod . Itu permintaan saya agar lebih seru ketika bermain bus simulator. Semangat buat developer🎉🥳",POSITIF
3,"Game ini memang sempurna di banding simulator lainnya tp ada kekurangan yg harus di perbaiki, tolong arus lalu lintas nya di buat agar mobil2 lain jalan nya cepet minimal 80 km/jam jdi klau kita di belakang blm bisa nyalip tidak bete nunggu mobil lain jalan nya kya keong. Tmbhkan jg mode jika kita menabrak / melanggar kita kena potongan ongkos penumpang, trus jg tmbhakan bengkel service dan penumpang turun tidak harus di terminal. Di tunggu update nya, trimakasih.",NEGATIF
5,"Sy seneng baget sama game ini.... Saya punya masukan buat game, tolong kedepannya untuk di buatkan opsi unduhan khusus(terpisah) yang isinya map/jalur tambahan yang lebih bayak, agar orang-orang yang merasa map di dalam geme ini terlalu sedikit jadi bisa mengunduh map tambahan.....",POSITIF
